,0.01,0.02,0.022,0.025,0.029,0.03,0.032,0.035,0.036,0.04,0.042,0.044,0.045,0.046,0.048,0.05,0.055,0.06,0.065,0.067,0.07,0.075,0.08,0.085,0.09,0.095,0.1,0.11,0.12,0.13,0.133,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.22,0.24,0.25,0.26,0.28,0.29,0.3,0.32,0.34,0.35,0.36,0.38,0.4,0.42,0.44,0.45,0.46,0.48,0.5,0.55,0.6,0.65,0.667,0.7,0.75,0.8,0.85,0.9,0.95,1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2.0,2.2,2.4,2.5,2.6,2.8,3.0,3.2,3.4,3.5
0,53.014214,64.221085,64.30054,54.81652,51.4049,43.43762,81.158905,41.623528,32.397034,42.544476,74.25631,42.855957,65.309044,63.916832,61.43921,48.843338,78.84114,57.40141,66.75666,66.24606,37.354767,55.080894,44.019466,62.28761,54.225212,71.888374,56.654213,77.411316,114.31147,96.55868,86.42357,100.48148,104.02417,85.696655,72.74625,82.528694,92.56064,86.84941,110.81127,88.389175,126.56264,90.980774,117.37369,86.96781,116.005745,96.637344,109.892746,143.72684,132.26117,144.07584,196.73929,68.55958,66.87994,161.0432,112.36973,100.58311,92.517746,97.52671,82.10094,112.31343,88.0377,87.2347,76.28232,74.70006,78.426216,96.454216,66.37916,63.228054,64.15504,65.29805,46.613827,53.107323,63.555626,42.19203,46.79272,45.812374,55.14646,41.500633,40.496384,25.573658,24.663376,26.642359,18.234938,15.2632885,13.702199,10.596558,5.400222
